#Species,BioProject,Taxid,locus_tag,accession,chromosome,begin,end,strand,type,name,description
Po82,PRJNA162133,1031711,RSPO_m01196,AEG71832.1,CP002820,1349417,1350427,0,protein,ripX,"Type III effector protein RipX [formerly PopA], harpin"
CFBP2957,PRJNA50545,859656,RCFBP_mp20263,CBJ53689.1,FP885907,984075,985115,0,protein,ripAF1,Type III effector protein RipAF1
R24,PRJNA53879,907261,RALSY_mp30797,CCA87459.1,R24_FR854092,785345,789559,0,protein,ripL,Type III effector protein RipL
UW551,PRJNA54307,342110,RRSL_01136,WP_003264895.1,AAKL01000045,34375,36507,0,protein,ripAR,Type III effector protein RipAR
Psi07,PRJNA50543,859657,RPSI07_mp1803,NEW,PSI07_mpl,1734088,1735155,0,protein,ripAU,Type III effector protein RipAU
Po82,PRJNA162133,1031711,RSPO_m01571,AEG72206.1,CP002820,1822915,1823769,0,protein,ripAZ1,Type III effector protein RipAZ1
CFBP2957,PRJNA50545,859656,RCFBP_21452,NEW,CFBP2957_chr,2553304,2560257,0,pseudogene,ripS5_fragment1,"Type III effector protein SKWP5 (N-terminal fragment, IS insertion: probable pseudogene)"
UW551,PRJNA54307,342110,RRSL_01561,WP_003264619.1,AAKL01000039,31850,33727,0,protein,ripG6,Type III effector protein GALA6
R24,PRJNA53879,907261,RALSY_mp10413,RALSY_mp10413,R24_FR854090,445994,446596,0,pseudogene,ripTPS,truncated Type III effector RipTPS (pseudogene)
Psi07,PRJNA50543,859657,RPSI07_mp1022,CBJ35355.1,FP885891,1229979,1233713,0,protein,ripA5,Type III effector protein AWR5
R24,PRJNA53879,907261,RALSY_mp10497,CCA87965.1,R24_FR854090,533892,534401,0,protein,ripAI,Type III effector protein RipAI
Po82,PRJNA162133,1031711,RSPO_c02748,AEG70040.1,CP002819,2861864,2862718,0,protein,ripAA,Type III effector protein RipAA [formerly AvrA]
CMR15,PRJEA50681,859655,CMR15_mp30137,CBJ41139.1,FP885896,1755390,1756739,0,protein,ripAW,Type III effector protein RipAW
Psi07,PRJNA50543,859657,RPSI07_2009,CBJ51373.1,FP885906,2097038,2098879,0,protein,ripG7,leucine-rich-repeat type III effector protein (GALA7)
BDBR229,PRJNA53877,741978,BDB_160051,BDB_160051,BDBR229_FR854072,48948,49286,0,fragment,ripU_fragment1,"Type III effector RipU (frameshift, N-terminal fragment)"
BDBR229,PRJNA53877,741978,BDB_mp70149,CCA83695.1,BDBR229_FR854083,149321,150775,0,protein,ripK,Type III effector protein RipK
BDBR229,PRJNA53877,741978,BDB_110394,NEW,BDBR229_FR854067,334593,334916,0,fragment,ripAL_fragment1,"Type III effector RipAL (frameshift, N-terminal fragment), lipase domain"
Molk2,PRJNA180980,564065,RSMK_06214,CAQ37086.1,CAHW01000037,429374,430171,0,fragment,ripV2_fragment3,"Type III effector protein RipV2 (frameshift, C-terminal fragment)"
UW551,PRJNA54307,342110,RRSL_03559,WP_003262382.1,AAKL01000010,6801,9062,0,protein,ripH2,Type III effector Protein HLK2
GMI1000,PRJNA57593,267608,RSp0296,CAD17447.1,AL646053,386772,393788,0,protein,ripS5,"Type III effector protein, SKWP family, SKWP5"
BDBR229,PRJNA53877,741978,BDB_mp70032,CCA83579.1,BDBR229_FR854083,37261,39642,0,protein,ripBH,"Type III effector RipBH, OspD family"
IPO1609,PRJNA32087,564066,RSIPO_03364,YP_002257066.1,CU914166,321052,322056,0,protein,ripAD,Type III effector protein RipAD
UW551,PRJNA54307,342110,RRSL_04736,WP_003261312.1,AAKL01000001,174477,175898,0,protein,ripN,Type III effector Protein RipN
GMI1000,PRJNA57593,267608,RSp1555,CAD18706.1,AL646053,1955501,1957681,0,protein,ripF1_1,Type III secretion translocon protein RipF1_1 (formerly PopF1)
IPO1609,PRJNA32087,564066,RSIPO_04243,YP_002257934.1,CU914166,1496813,1497697,0,protein,ripU,Type III effector protein RipU
GMI1000,PRJNA57593,267608,RSp0215,CAD17366.1,AL646053,264912,267176,0,protein,ripH2,TYpe III effector protein HLK2
Psi07,PRJNA50543,859657,RPSI07_1845,CBM10148.1,FP885906,1874500,1875804,0,protein,ripE1_2,Type III effector RipE1_2
IPO1609,PRJNA32087,564066,RSIPO_04123,YP_002257818.1,CU914166,1317854,1320649,0,protein,ripC1,Type III effector protein RipC1
Molk2,PRJNA180980,564065,RSMK_00554,CAQ35467.1,CAHW01000035,228105,230150,0,protein,ripV1,Type III effector protein RipV1
CMR15,PRJEA50681,859655,CMR15_mp20102,CBJ40678.1,FP885896,1207174,1208427,0,protein,ripAY,Type III effector protein RipAY
CMR15,PRJEA50681,859655,CMR15_mp10824,CBJ40471.1,FP885896,960244,964560,0,protein,ripAN,Type III effector protein RipAN
Molk2,PRJNA180980,564065,RSMK_03913,CAQ56537.1,CAHW01000040,268362,269852,0,protein,ripB,Type III effector protein RipB
R24,PRJNA53879,907261,RALSY_mp10720,CCA88178.1,R24_FR854090,790018,793749,0,protein,ripA5,Type III effector protein AWR5
Po82,PRJNA162133,1031711,RSPO_m01062,AEG71699.1,CP002820,1197152,1198369,0,fragment,ripTPS_fragment2,"Type III effector RipTPS, trehalose-6-phosphate synthase (frameshift, C-terminal fragment)"
CMR15,PRJEA50681,859655,CMR15_mp10869,CBJ40516.1,FP885896,1016917,1019076,0,protein,ripAQ,Type III effector protein RipAQ
IPO1609,PRJNA32087,564066,RSIPO_04484,YP_002258173.1,CU914166,1813417,1815360,0,protein,ripD,Type III effector protein RipD
Po82,PRJNA162133,1031711,RSPO_m01376,AEG72011.1,CP002820,1617074,1622260,0,protein,ripR,Type III effector protein RipR
CFBP2957,PRJNA50545,859656,RCFBP_11806,CBJ43095.1,FP885897,1853811,1855196,0,protein,ripG4,Type III effector protein GALA4
CMR15,PRJEA50681,859655,CMR15_mp10702,CBJ40351.1,FP885896,813252,815729,0,protein,ripAV,Type III effector RipAV
UW551,PRJNA54307,342110,RRSL_01554,WP_003264613.1,AAKL01000039,24226,26259,0,protein,ripV1,Type III effector protein RipV1
Po82,PRJNA162133,1031711,RSPO_c01998,AEG69296.1,CP002819,2086676,2088589,0,protein,ripG7,Type III effector protein GALA7
R24,PRJNA53879,907261,RALSY_mp30566,CCA87244.1,R24_FR854092,547594,548517,0,protein,ripAD,Type III effector protein RipAD
IPO1609,PRJNA32087,564066,RSIPO_01462,YP_002259684.1,NW_002196569,1599228,1601144,0,protein,ripG7,Type III effector protein GALA7
UW551,PRJNA54307,342110,RRSL_01013,WP_003265020.1,AAKL01000049,1449,5522,0,protein,ripAN,Type III effector protein RipAN
RS1000,,305,BAI67932.1,BAI67932.1,AB516346,1331,2098,0,fragment,ripAZ1,"truncated type III effector protein (frameshift mutation, possible pseudogene) (Rip71)"
Molk2,PRJNA180980,564065,RSMK_03343,CAQ37168.1,CAHW01000037,1034030,1036690,0,fragment,ripS2_fragment1,"Type III effector protein SKWP2 (frameshift, N-terminal fragment)"
CFBP2957,PRJNA50545,859656,RCFBP_mp30467,CBJ54549.1,FP885907,2050857,2051711,0,protein,ripAZ1,Type III effector protein RipAZ1
GMI1000,PRJNA57593,267608,RSp0028,CAD17179.2,AL646053,31518,33329,0,protein,ripG3,Type III effector protein GALA3
GMI1000,PRJNA57593,267608,RSp1582,CAD18733.2,AL646053,1985683,1986516,0,protein,ripAZ1,Type III effector protein RipAZ1
CMR15,PRJEA50681,859655,CMR15_mp10270,CBJ39924.1,FP885896,322688,329722,0,protein,ripS5,Type III effector protein SKWP5
CMR15,PRJEA50681,859655,CMR15_mp30229,CMR15_mp30229,FP885896,1857979,1858230,0,pseudogene,ripAZ1,"Type III effector protein RipAZ1 (truncated, probable pseudogene)"
IPO1609,PRJNA32087,564066,RSIPO_04046,YP_002257744.1,CU914166,1203282,1204493,0,protein,ripAY,Type III effector protein RipAY
Molk2,PRJNA180980,564065,RSMK_03047,CAQ36867.1,CAHW01000037,630205,634542,0,protein,ripA5_1,Type III effector protein AWR5_1
Po82,PRJNA162133,1031711,RSPO_m00202,AEG70843.1,CP002820,223703,225973,0,protein,ripH2_1,Type III effector protein HLK2_1
GMI1000,PRJNA57593,267608,RSc0227,CAD13755.1,AL646052,249759,250121,0,pseudogene,ripBA_fragment1,"Type III effector RipBA, pseudogene (N-terminal fragment)"
CFBP2957,PRJNA50545,859656,RCFBP_mp20492,CBJ53918.1,FP885907,1338783,1343195,0,protein,ripZ,Type III effector protein RipZ
IPO1609,PRJNA32087,564066,RSIPO_04310,YP_002258003.1,CU914166,1589997,1597424,0,protein,ripS2,Type III effector protein SKWP2
RS1000,,305,BAD42392.1,BAD42392.1,AB178009,135,2000,0,protein,ripG6,Type III effector protein GALA6 (Rip13)
CMR15,PRJEA50681,859655,CMR15_10224,CBJ36437.1,FP885895,239574,241532,0,protein,ripG8,Type III effector protein GALA8
CMR15,PRJEA50681,859655,CMR15_mp20344,CMR15_mp20344,FP885896,1509161,1510474,0,protein,ripC1,Type III effector protein RipC1 (N-terminal fragment)
CFBP2957,PRJNA50545,859656,RCFBP_mp10024,CBJ52821.1,FP885907,23716,25176,0,protein,ripK,Type III effector protein RipK
R24,PRJNA53879,907261,RALSY_20256,CCA85650.1,R24_FR854087,242265,242732,0,protein,ripAM,Type III effector protein RipAM
GMI1000,PRJNA57593,267608,RSc3290,CAD17078.1,AL646052,3542825,3543478,0,protein,ripAX1,Type III effector protein RipAX1
IPO1609,PRJNA32087,564066,RSIPO_02175,YP_002260386.1,NW_002196569,2375158,2378064,0,pseudogene,ripS5_fragment2,"Type III effector protein SKWP5 (truncated, C-terminal fragment), probable pseudogene"
RS1000,,305,BAI67919.1,BAI67919.1,AB516334,550,4650,0,protein,ripL,type III effector protein (Rip31)
IPO1609,PRJNA32087,564066,RSIPO_01341,YP_002259566.1,NW_002196569,1468627,1470717,0,protein,ripV2,Type III effector protein RipV2
IPO1609,PRJNA32087,564066,RSIPO_03902,YP_002257595.1,CU914166,1021741,1023444,0,fragment,ripA4_fragment2,"Type III effector AWR4 (frameshift, C-terminal fragment)"
CMR15,PRJEA50681,859655,CMR15_mp10795,CMR15_mp10795,FP885896,928015,929037,0,protein,ripAF1,Type III effector protein RipAF1
BDBR229,PRJNA53877,741978,BDB_mp90007,NEW,BDBR229_FR854082,65983,66123,0,fragment,ripAD_fragment1,"Type III effector RipAD (frameshift, N-terminal fragment)"
CFBP2957,PRJNA50545,859656,RCFBP_mp20549,CBJ53975.1,FP885907,1410300,1413107,0,protein,ripC1,Type III effector protein RipC1
Molk2,PRJNA180980,564065,RSMK_05139,CAQ18278.1,CAHW01000006,391875,392873,0,protein,ripAD,Type III effector protein RipAD
RS1000,,305,BAI67915.1,BAI67915.1,AB516330,389,679,0,protein,ripAH,type III effector protein (Rip11)
Molk2,PRJNA180980,564065,RSMK_04034,CAQ56613.1,CAHW01000040,345995,347938,0,protein,ripAE,Type III effector protein RipAE
BDBR229,PRJNA53877,741978,BDB_mp60060,CCA82896.1,BDBR229_FR854082,65199,65984,0,fragment,ripAD_fragment2,"Type III effector protein RipAD (frameshift, C-terminal fragment)"
Molk2,PRJNA180980,564065,RSMK_03724,CAQ56376.1,CAHW01000040,87368,87694,0,fragment,ripI_fragment2,"Type III effector RipI (frameshift, C-terminal fragment)"
Po82,PRJNA162133,1031711,RSPO_m01206,AEG71842.1,CP002820,1359361,1361100,0,protein,ripAO,Type III effector protein RipAO
Po82,PRJNA162133,1031711,RSPO_m00800,AEG71438.1,CP002820,910888,913290,0,protein,ripBD,"type III effector, ankyrin repeat-containing protein"
GMI1000,PRJNA57593,267608,RSp1374,CAD18525.1,AL646053,1729130,1736581,0,protein,ripS2,"Type III effector protein, SKWP family, SKWP2"
CFBP2957,PRJNA50545,859656,RCFBP_mp20467,CBJ53893.1,FP885907,1293164,1294375,0,protein,ripAY,Type III effector protein RipAY
BDBR229,PRJNA53877,741978,BDB_80682,BDB_80682,BDBR229_FR854064,700119,701201,0,fragment,ripBB_fragment1,"Type III effector RipBB (frameshift, N-terminal fragment), Ankyrin repeats"
Po82,PRJNA162133,1031711,RSPO_c02749,AEG70041.1,CP002819,2862946,2865654,0,protein,ripJ,Type III effector protein RipJ
IPO1609,PRJNA32087,564066,RSIPO_04352,YP_002258044.1,CU914166,1661429,1667602,0,fragment,ripS7,"Type III effector protein SKWP7 (uncomplete sequence, C-terminal fragment)"
BDBR229,PRJNA53877,741978,BDB_120245,CCA81198.1,BDBR229_FR854068,236183,237811,0,protein,ripBF,Type III effector RipBF
CMR15,PRJEA50681,859655,CMR15_mp10884,CBJ40531.1,FP885896,1032468,1034654,0,protein,ripF1_2,Type III translocon protein ripF1_2
RS1000,,305,BAI67909.1,BAI67909.1,AB516324,915,2207,0,protein,ripI,type III effector protein (Rip1)
UW551,PRJNA54307,342110,RRSL_03371,WP_003262776.1,AAKL01000014,8206,11001,0,protein,ripC1,Type III effector Protein RipC1
Molk2,PRJNA180980,564065,RSMK_03263,CAQ37092.1,CAHW01000037,947210,949342,0,protein,ripAR,Type III effector protein RipAR
CFBP2957,PRJNA50545,859656,RCFBP_mp20326,CBJ53752.1,FP885907,1056754,1058436,0,protein,ripAO,Type III effector protein RipAO
IPO1609,PRJNA32087,564066,RSIPO_00659,YP_002258863.1,NW_002196569,710315,711154,0,protein,ripAA,Type III effector protein RipAA [formerly AvrA]
BDBR229,PRJNA53877,741978,BDB_180113,CCA82072.1,BDBR229_FR854074,114064,117180,0,fragment,ripA5_fragment2,"Type III effector protein AWR5 (frameshift, C-terminal part)"
IPO1609,PRJNA32087,564066,RSIPO_03552,YP_002257250.1,CU914166,553100,554764,0,protein,ripAT,Type III effector protein RipAT
UW551,PRJNA54307,342110,RRSL_03105,WP_003263716.1,AAKL01000026,24148,25833,0,protein,ripAO,Type III effector protein RipAO
CFBP2957,PRJNA50545,859656,RCFBP_mp30140,CBJ54228.1,FP885907,1723131,1730672,0,protein,ripS2,Type III effector protein SKWP2
Psi07,PRJNA50543,859657,RPSI07_mp1799,NEW,PSI07_mpl,1087475,1088164,0,pseudogene,ripG1_1,N-terminal fragment of Type III effector GALA1_1 (probable pseudogene)
Psi07,PRJNA50543,859657,RPSI07_mp1376,CBJ35702.1,FP885891,1672218,1673933,0,protein,ripAT,Type III effector protein RipAT
Po82,PRJNA162133,1031711,RSPO_m00680,AEG71318.1,CP002820,768019,770640,0,protein,ripAS,Type III effector protein RipAS
UW551,PRJNA54307,342110,RRSL_02264,WP_003263178.1,AAKL01000018,51895,54831,0,protein,ripG2,Type III effector protein GALA2
Molk2,PRJNA180980,564065,RSMK_06227,CAQ35824.1,CAHW01000036,410255,410428,0,fragment,ripBH_fragment1,"Type III effector protein RipBH (frameshift, N-terminal fragment)"
CFBP2957,PRJNA50545,859656,RCFBP_21236,CBJ44411.1,FP885897,3176074,3178929,0,protein,ripY,Type III effector protein RipY with ankyrin repeats
GMI1000,PRJNA57593,267608,RSc0321,CAD13849.1,AL646052,352525,354456,0,protein,ripAE,Type III effector protein RipAE
RS1000,,305,BAD42402.1,BAD42402.1,AB178017,265,1821,0,protein,ripQ,Type III effector protein (Rip63)
Molk2,PRJNA180980,564065,RSMK_03371,CAQ37142.1,CAHW01000037,1006224,1007252,0,fragment,ripE3_fragment1,"Type III effector protein RipE3 (frameshift, N-terminal fragment)"
CMR15,PRJEA50681,859655,CMR15_mp10860,CBJ40507.1,FP885896,1004887,1006386,0,protein,ripAO,Type III effector protein RipAO
UW551,PRJNA54307,342110,RRSL_02212,WP_003263662.1,AAKL01000025,44138,45835,0,protein,ripTPS,"Type III effector RipTPS, trehalose-6-phosphate synthase"
BDBR229,PRJNA53877,741978,BDB_80614,CCA80220.1,BDBR229_FR854064,629875,632130,0,protein,ripH2_2,Type III effector protein HLK2_2
UW551,PRJNA54307,342110,RRSL_10011,NEW,AAKL01000020,3295,3957,0,protein,ripAX1,Type III effector protein RipAX1
GMI1000,PRJNA57593,267608,RSp1601,CAD18752.2,AL646053,2009404,2010336,0,protein,ripAD,Type III effector protein RipAD
UW551,PRJNA54307,342110,RRSL_04062,WP_003261554.1,AAKL01000004,19100,19936,0,pseudogene,ripJ,truncated Type III effector Protein RipJ (probable pseudogene)
Po82,PRJNA162133,1031711,RSPO_m00805,AEG71443.1,CP002820,916980,917864,0,protein,ripU,Type III effector protein RipU
R24,PRJNA53879,907261,RALSY_30978,RALSY_30978,R24_FR854088,938429,939049,0,pseudogene,ripS5_fragment2,"truncated type III effector protein SKWP5, pseudogene"
Po82,PRJNA162133,1031711,RSPO_c00036,AEG67340.1,CP002819,42542,49615,0,protein,ripS1,Type III effector protein SKWP1
R24,PRJNA53879,907261,RALSY_mp30691,RALSY_mp30691,R24_FR854092,668397,668828,0,pseudogene,ripG3_fragment1,"Type III effector protein GALA3 (truncated, N-terminal fragment, probable pseudogene)"
GMI1000,PRJNA57593,267608,RSc3401,CAD16898.2,AL646052,3671590,3678651,0,protein,ripS1,"Type III effector protein, SKWP family, SKWP1"
BDBR229,PRJNA53877,741978,BDB_mp10053,BDB_mp10053,BDBR229_FR854077,48487,48705,0,pseudogene,ripT,"Type III effector protein RipT (truncated, pseudogene)"
BDBR229,PRJNA53877,741978,BDB_mp60015,CCA82851.1,BDBR229_FR854082,16059,18266,0,protein,ripF1,Type III secretion system tanslocator RipF1 [formerly PopF1]
CFBP2957,PRJNA50545,859656,RCFBP_mp20291,CBJ53717.1,FP885907,1020767,1024780,0,protein,ripA4,Type III effector protein AWR4
UW551,PRJNA54307,342110,RRSL_01625,WP_003264529.1,AAKL01000038,3624,5567,0,protein,ripAE,Type III effector protein RipAE
Molk2,PRJNA180980,564065,RSMK_00561,CAQ35472.1,CAHW01000035,239231,241171,0,protein,ripG7,Type III effector protein GALA7
GMI1000,PRJNA57593,267608,RSp0193,CAD17344.2,AL646053,235126,239337,0,protein,ripL,"Type III effector protein RipL, PPR repeats domain"
CMR15,PRJEA50681,859655,CMR15_30289,CBJ39041.1,FP885895,2944838,2945590,0,protein,ripAA,Type III effector RipAA [formerly AvrA]
Psi07,PRJNA50543,859657,RPSI07_mp1242,CBJ35572.1,FP885891,1519496,1520380,0,protein,ripU,Type III effector RipU
BDBR229,PRJNA53877,741978,BDB_20037,CCA79014.1,BDBR229_FR854059,57226,58995,0,protein,ripM,Type III effector protein RipM
CMR15,PRJEA50681,859655,CMR15_mp20380,CBJ40951.1,FP885896,1543214,1544788,0,protein,ripQ,Type III effector RipQ
CMR15,PRJEA50681,859655,CMR15_mp10691,CBJ40340.1,FP885896,800591,801823,0,fragment,ripAL_fragment2,"Type III effector RipAL (frameshift, C-terminal part), lipase domain"
BDBR229,PRJNA53877,741978,BDB_80524,CCA80134.1,BDBR229_FR854064,532653,533267,0,fragment,ripAA_fragment2,"Type III effector RipAA (frameshift, C-terminal fragment) [formerly AvrA]"
RS1000,,305,BAI67929.1,BAI67929.1,AB516343,733,2550,0,protein,ripAR,type III effector protein (Rip61)
Po82,PRJNA162133,1031711,RSPO_c00735,AEG68037.1,CP002819,768457,769611,0,protein,ripW,"Type III effector RipW [formerly PopW], Harpin with pectate lyase domain"
CFBP2957,PRJNA50545,859656,RCFBP_mp20473,CBJ53899.1,FP885907,1297193,1300885,0,protein,ripA5,Type III effector protein AWR5
GMI1000,PRJNA57593,267608,RSp0846,CAD17997.1,AL646053,1071513,1075241,0,protein,ripA3,"Type III effector protein, AWR family, AWR3"
Psi07,PRJNA50543,859657,RPSI07_1976,CBJ51340.1,FP885906,2059883,2062120,0,protein,ripH1,Type III effector protein HLK1
CMR15,PRJEA50681,859655,CMR15_mp10858,CBJ40505.1,FP885896,1000851,1001894,0,protein,ripX,"Type III effector RipX [formerly PopA], harpin"
CFBP2957,PRJNA50545,859656,RCFBP_11807,CBJ43096.1,FP885897,1855356,1856963,0,protein,ripG5,Type III effector protein GALA5
CFBP2957,PRJNA50545,859656,RCFBP_20857,CBJ44038.1,FP885897,2796898,2797737,0,protein,ripAA,Type III effector protein RipAA [formerly AvrA]
BDBR229,PRJNA53877,741978,BDB_150104,CCA81546.1,BDBR229_FR854071,110997,112127,0,protein,ripW,"Type III effector RipW [formerly PopW], harpin"
Po82,PRJNA162133,1031711,RSPO_m00080,AEG70722.1,CP002820,87054,90437,0,protein,ripA2,type III effector protein AWR2
BDBR229,PRJNA53877,741978,CCA79677.3,NEW,BDBR229_FR854064,632467,632658,0,fragment,ripH2_1_fragment1,"Type III effector protein HLK2_1 (frameshift, N-terminal fragment)"
CFBP2957,PRJNA50545,859656,RCFBP_mp10566,CBJ53353.1,FP885907,615517,624918,0,protein,ripS7,Type III effector protein SKWP7
CMR15,PRJEA50681,859655,CMR15_10099,CBJ36314.1,FP885895,114518,115849,0,protein,ripE1,Type III effector RipE1
RS1000,,305,BAH47287.1,BAH47287.1,AB302228,116,1939,0,protein,ripG3,type III effector protein GALA3 (Rip28)
CFBP2957,PRJNA50545,859656,RCFBP_mp20322,CBJ53748.1,FP885907,1051281,1052273,0,protein,ripX,"Type III effector protein RipX [formerly PopA], harpin"
R24,PRJNA53879,907261,RALSY_20407,CCA85795.1,R24_FR854087,395011,395691,0,protein,ripAZ2,Type III effector protein RipAZ2
Psi07,PRJNA50543,859657,RPSI07_mp1445,CBJ35769.1,FP885891,1749125,1750477,0,protein,ripAW,Type III effector protein RipAW
GMI1000,PRJNA57593,267608,RSc3444,NEW,AL646052,3498342,3498842,0,pseudogene,ripP3_fragment1,Type III effector RipP3 (N-terminal fragment) - pseudogene
RS1000,,305,BAI67924.1,BAI67924.1,AB516338,3367,5361,0,protein,ripAQ,Type III effector protein (Rip51)
IPO1609,PRJNA32087,564066,RSIPO_01268,YP_002259493.1,NW_002196569,1381100,1381663,0,fragment,ripG4_fragment1,"Type III effector protein GALA4 (frameshift, N-terminal fragment)"
R24,PRJNA53879,907261,RALSY_mp30820,CCA87481.1,R24_FR854092,816569,817189,0,fragment,ripH4_fragment1,"Type III effector HLK4 (frameshift, N-terminal fragment)"
GMI1000,PRJNA57593,267608,RSp1384,CAD18535.1,AL646053,1743414,1746050,0,protein,ripAS,Type III effector protein RipAS
Po82,PRJNA162133,1031711,RSPO_m01496,AEG72131.1,CP002820,1742108,1743637,0,protein,ripO1,Type III effector protein RipO1
Po82,PRJNA162133,1031711,RSPO_m00690,AEG71328.1,CP002820,779145,786704,0,protein,ripS2,Type III effector protein SKWP2
CMR15,PRJEA50681,859655,CMR15_mp20384,CBJ40955.1,FP885896,1549270,1554492,0,protein,ripR,Type III effector protein RipR
UW551,PRJNA54307,342110,RRSL_00705,WP_003265408.1,AAKL01000059,25668,27446,0,protein,ripM,Type III effector Protein RipM
GMI1000,PRJNA57593,267608,RSc3272,CAD17060.1,AL646052,3522617,3523081,0,protein,ripAM,Type III effector protein RipAM
BDBR229,PRJNA53877,741978,BDB_mp80082,BDB_mp80082,BDBR229_FR854084,96505,99798,0,fragment,ripA3_fragment1,"Type III effector AWR3 (frameshift, N-terminal part)"
BDBR229,PRJNA53877,741978,BDB_110117,CCA80686.1,BDBR229_FR854067,108522,109838,0,protein,ripE1,Type III effector RipE1
Psi07,PRJNA50543,859657,RPSI07_2863,CBM10266.1,FP885906,2995102,2996730,0,protein,ripBF,Type III effector protein RipBF
IPO1609,PRJNA32087,564066,RSIPO_00098,YP_002258311.1,NW_002196569,121209,122192,0,pseudogene,ripI,"truncated Type III effector (C-terminal fragment), probable pseudogene"
R24,PRJNA53879,907261,RALSY_mp10652,CCA88112.1,R24_FR854090,710320,718113,0,protein,ripS4,Type III effector protein SKWP4
RS1000,,305,BAH47291.1,BAH47291.1,AB302232,470,7984,0,protein,ripS2,type III effector protein SKWP2 (Rip65)
GMI1000,PRJNA57593,267608,RSc2132,CAD15839.2,AL646052,2313754,2315049,0,protein,ripJ,Type III effector protein RipJ
IPO1609,PRJNA32087,564066,RSIPO_04049,YP_002257747.1,CU914166,1207955,1211647,0,protein,ripA5_1,Type III effector protein AWR5_1
UW551,PRJNA54307,342110,RRSL_00576,WP_003265585.1,AAKL01000065,8793,10457,0,protein,ripAT,Type III effector protein RipAT
CFBP2957,PRJNA50545,859656,RCFBP_21249,CBJ44424.1,FP885897,3195518,3197053,0,protein,ripB,Type III effector RipB protein
RS1000,,305,BAI67925.1,BAI67925.1,AB516339,629,2851,0,protein,ripF1_2,Type III secretion translocon protein (Rip52)
BDBR229,PRJNA53877,741978,BDB_30148,BDB_30148,BDBR229_FR854076,135335,136750,0,fragment,ripG7_fragment2,"Type III effector GALA7 (frameshift, C-terminal fragment)"
Molk2,PRJNA180980,564065,RSMK_04674,CAQ57125.1,CAHW01000040,877311,881414,0,fragment,ripS5_fragment2,"Type III effector protein SKWP5 (frameshift, C-terminal fragment)"
UW551,PRJNA54307,342110,RRSL_00947,WP_003265279.1,AAKL01000055,32745,34688,0,protein,ripD,Type III effector Protein RipD
Psi07,PRJNA50543,859657,RPSI07_mp1577,CBJ35895.1,FP885891,1859342,1860304,0,protein,ripT,Type III effector protein RipT
Po82,PRJNA162133,1031711,RSPO_c03153,AEG70445.1,CP002819,3267568,3270426,0,protein,ripY,Type III effector protein RipY
Po82,PRJNA162133,1031711,RSPO_c02513,AEG69807.1,CP002819,2628706,2629617,0,protein,ripE2,Type III effector RipE2
Psi07,PRJNA50543,859657,RPSI07_mp1687,CBJ36006.1,FP885891,1965564,1966418,0,protein,ripAZ1,Type III effector protein RipAZ1
IPO1609,PRJNA32087,564066,RSIPO_03932,YP_002257625.1,CU914166,1051861,1052385,0,protein,ripAB,Type III effector protein RipAB (formerly PopB)
Psi07,PRJNA50543,859657,RPSI07_mp1048,CBJ35381.1,FP885891,1266718,1268607,0,protein,ripG1_2,Leucine-rich-repeat type III effector protein (GALA1_2)
R24,PRJNA53879,907261,RALSY_10445,CCA84473.1,R24_FR854086,444872,445792,0,protein,ripAJ,Type III effector protein RipAJ
IPO1609,PRJNA32087,564066,RSIPO_03894,YP_002257586.1,CU914166,1005814,1006359,0,protein,ripAI,Type III effector protein RipAI
CFBP2957,PRJNA50545,859656,RCFBP_mp30501,CBJ54580.1,FP885907,2097150,2097596,0,pseudogene,ripTAL,truncated TAL family Type III effector protein (pseudogene)
BDBR229,PRJNA53877,741978,BDB_20039,BDB_20039,BDBR229_FR854059,60123,61979,0,fragment,ripV2_fragment1,"Type III effector protein RipV2 (frameshift, N-terminal fragment)"
R24,PRJNA53879,907261,RALSY_mp30821,CCA87482.1,R24_FR854092,817189,818781,0,fragment,ripH4_fragment2,"Type III effector protein HLK4 (frameshift, C-terminal part)"
RS1000,,305,BAI67914.1,BAI67914.1,AB516329,947,1420,0,protein,ripBE,type III effector protein (Rip10)
RS1000,,305,BAH47289.1,BAH47289.1,AB302230,483,7502,0,protein,ripS5,Type III effector protein SKWP5 (Rip33)
GMI1000,PRJNA57593,267608,RSp1236,CAD18387.2,AL646053,1570422,1572239,0,protein,ripAR,Type III effector protein RipAR
RS1000,,305,BAI67930.1,BAI67930.1,AB516344,310,1656,0,protein,ripAW,type III effector protein (Rip69)
R24,PRJNA53879,907261,RALSY_30979,CCA89206.1,R24_FR854088,939076,939411,0,pseudogene,ripS5_fragment1,"truncated Type III effector protein SKWP5 (pseudogene, N-terminal fragment)"
CMR15,PRJEA50681,859655,CMR15_mp10857,CBJ40504.1,FP885896,1000254,1000778,0,protein,ripAB,Type III effector RipAB [formerly PopB]
Po82,PRJNA162133,1031711,RSPO_m01690,NEW,CP002820,1322662,1322913,0,fragment,ripA4_fragment1,"Type III effector RipA4 (frameshift, N-terminal fragment)"
CMR15,PRJEA50681,859655,CMR15_mp30245,CBJ41246.1,FP885896,1882004,1882951,0,protein,ripAD,Type III effector protein RipAD
RS1000,,305,BAD42396.1,BAD42396.1,AB178011,469,2631,0,protein,ripTAL,Type III effector protein (Rip19)
